/home/graham/Projects/GitTests/OpenField/TestSampleData/sampleVid.mp4
parse	hand	none	mouse
mouse	7.338694e-05	7.3907336e-06	0.9999192
mouse	7.208526e-05	6.4875617e-06	0.99992144
mouse	7.0667294e-05	5.763064e-06	0.9999236
mouse	7.3100266e-05	5.8348874e-06	0.9999211
mouse	5.579527e-05	3.4110199e-06	0.99994075
mouse	6.573862e-05	5.047241e-06	0.9999292
mouse	5.9034308e-05	4.239224e-06	0.9999367
mouse	6.0828854e-05	5.152412e-06	0.99993396
mouse	6.381047e-05	8.312266e-06	0.9999279
mouse	7.163519e-05	8.222243e-06	0.9999201
mouse	5.9189122e-05	5.816202e-06	0.99993503
mouse	6.0831262e-05	5.7393718e-06	0.9999335
mouse	5.8610316e-05	5.7229545e-06	0.9999356
mouse	6.866147e-05	7.1550785e-06	0.9999242
mouse	5.7685997e-05	5.294844e-06	0.99993706
mouse	6.243569e-05	6.1052424e-06	0.99993145
mouse	5.711013e-05	5.0688072e-06	0.9999378
mouse	5.9237504e-05	6.8740856e-06	0.99993384
mouse	7.777731e-05	7.5110684e-06	0.99991465
mouse	9.51102e-05	6.982671e-06	0.99989784
mouse	9.8753124e-05	6.6693106e-06	0.9998946
mouse	0.000101803824	6.9031576e-06	0.9998913
mouse	8.13356e-05	8.679281e-06	0.99991
mouse	0.00011163478	9.491264e-06	0.9998789
mouse	0.00012208486	9.963701e-06	0.9998679
mouse	0.00012027643	1.0538422e-05	0.9998692
mouse	5.4385862e-05	9.258739e-06	0.99993634
mouse	9.1237904e-05	1.0815737e-05	0.99989796
mouse	5.640347e-05	8.376163e-06	0.99993527
mouse	5.9535203e-05	8.973962e-06	0.99993145
mouse	5.676546e-05	8.813157e-06	0.99993443
mouse	5.8662412e-05	6.086018e-06	0.99993527
mouse	6.974401e-05	8.635852e-06	0.99992156
mouse	6.6291555e-05	8.6257105e-06	0.99992514
mouse	6.665666e-05	8.8700435e-06	0.9999244
mouse	5.196288e-05	7.3757324e-06	0.99994063
mouse	5.1717678e-05	6.450493e-06	0.9999418
mouse	5.8419508e-05	4.3047035e-06	0.9999373
mouse	6.70046e-05	4.4741296e-06	0.9999285
mouse	5.4670876e-05	4.4263543e-06	0.9999409
mouse	5.47553e-05	4.3993196e-06	0.9999409
mouse	4.7764574e-05	7.531651e-06	0.9999447
mouse	5.210381e-05	7.2746698e-06	0.99994063
mouse	5.51621e-05	9.18647e-06	0.9999356
mouse	5.8431044e-05	8.106442e-06	0.9999335
mouse	5.6561494e-05	6.674097e-06	0.9999368
mouse	5.356022e-05	7.936447e-06	0.9999385
mouse	5.6445235e-05	8.150178e-06	0.9999354
mouse	5.705083e-05	8.435663e-06	0.99993455
mouse	6.48576e-05	7.705568e-06	0.9999274
mouse	5.8752925e-05	1.8698931e-05	0.9999225
mouse	5.4416516e-05	1.8087972e-05	0.9999275
mouse	5.694737e-05	1.6401467e-05	0.9999267
mouse	5.3175147e-05	9.336094e-06	0.99993753
mouse	4.1627623e-05	7.361649e-06	0.999951
mouse	6.230724e-05	1.0562588e-05	0.99992716
mouse	5.821656e-05	1.2253325e-05	0.99992955
mouse	6.43821e-05	1.20400655e-05	0.9999236
mouse	5.362811e-05	5.6967037e-06	0.99994063
mouse	5.8021003e-05	1.7290555e-05	0.99992466
mouse	5.6158024e-05	1.5298014e-05	0.9999286
mouse	5.5722507e-05	1.6263597e-05	0.999928
mouse	8.102052e-05	1.4623211e-05	0.9999044
mouse	5.3310505e-05	5.5661967e-06	0.9999411
mouse	4.5823937e-05	4.1384046e-06	0.99995005
mouse	4.75309e-05	4.3270215e-06	0.99994814
mouse	4.6596895e-05	4.4085446e-06	0.999949
mouse	4.227054e-05	3.0034062e-06	0.9999547
mouse	4.3170607e-05	4.9885375e-06	0.99995184
mouse	4.3192762e-05	4.957601e-06	0.99995184
mouse	4.2209267e-05	4.973408e-06	0.9999528
mouse	4.4251057e-05	3.771235e-06	0.99995196
mouse	2.8072804e-05	1.7626087e-06	0.9999702
mouse	2.3026445e-05	2.5673173e-06	0.99997437
mouse	2.1761043e-05	2.6045761e-06	0.9999757
mouse	2.1038868e-05	2.433427e-06	0.9999765
mouse	2.729706e-05	2.0327175e-06	0.9999707
mouse	6.2988445e-05	1.0872902e-05	0.9999261
mouse	5.9874303e-05	1.1017481e-05	0.9999291
mouse	5.6646928e-05	9.692061e-06	0.9999336
mouse	5.4527638e-05	1.0143725e-05	0.99993527
mouse	0.00010454391	1.3878715e-05	0.9998815
mouse	7.243492e-05	8.042485e-06	0.99991953
mouse	7.4687334e-05	8.165175e-06	0.99991715
mouse	7.402147e-05	9.230064e-06	0.9999168
mouse	7.156248e-05	9.0912445e-06	0.9999193
mouse	6.3770065e-05	3.8701983e-06	0.9999324
mouse	6.628711e-05	3.9926595e-06	0.99992967
mouse	6.82385e-05	4.1780263e-06	0.9999275
mouse	6.506226e-05	6.1179667e-06	0.99992883
mouse	4.726206e-05	6.2860913e-06	0.9999465
mouse	5.751739e-05	4.6475325e-06	0.9999378
mouse	5.8323796e-05	4.7286107e-06	0.99993694
mouse	5.8849946e-05	5.1652087e-06	0.999936
mouse	6.911149e-05	4.617649e-06	0.9999262
mouse	5.942245e-05	1.0739733e-05	0.9999298
mouse	6.266149e-05	1.0293815e-05	0.99992704
mouse	5.718012e-05	1.0495497e-05	0.9999323
mouse	6.686704e-05	8.43196e-06	0.99992466
mouse	3.1376178e-05	3.5217936e-06	0.9999651
mouse	3.546823e-05	3.9200772e-06	0.99996066
mouse	3.6237147e-05	3.8932453e-06	0.9999598
mouse	3.4852328e-05	3.8704316e-06	0.99996126
mouse	4.394122e-05	5.7952398e-06	0.9999503
mouse	6.6632034e-05	7.5399175e-06	0.99992585
mouse	7.392742e-05	8.474345e-06	0.9999176
mouse	6.796061e-05	7.2154794e-06	0.9999248
mouse	9.655125e-05	1.397136e-05	0.9998895
mouse	8.905896e-05	1.6828506e-05	0.99989414
mouse	9.7441014e-05	1.3348074e-05	0.99988925
mouse	8.389877e-05	1.06695425e-05	0.99990547
mouse	8.501131e-05	1.02751665e-05	0.99990475
mouse	0.00011119522	1.0689171e-05	0.99987805
mouse	0.000115985255	1.1365163e-05	0.9998727
mouse	0.000110911125	9.584028e-06	0.9998795
mouse	0.000118009695	1.1006728e-05	0.999871
mouse	0.00011213109	1.1343733e-05	0.9998765
mouse	5.1026214e-05	1.0025135e-05	0.99993896
mouse	4.8331294e-05	8.859419e-06	0.9999428
mouse	6.4483596e-05	3.5225098e-06	0.99993193
mouse	6.940437e-05	3.1365225e-06	0.9999274
mouse	0.0001076565	8.4435505e-06	0.9998839
mouse	0.00010637761	7.848495e-06	0.9998858
mouse	0.00013021438	7.376612e-06	0.99986243
mouse	0.00024787025	2.3343096e-05	0.99972874
mouse	0.00022877377	2.3633169e-05	0.9997476
mouse	0.00022525358	2.3493481e-05	0.99975127
mouse	0.0006508705	0.0001835109	0.99916565
mouse	0.00090880034	8.599676e-05	0.99900526
mouse	0.001691235	3.1224507e-05	0.99827754
mouse	0.0019497954	3.3305078e-05	0.99801683
mouse	0.0016966597	3.480206e-05	0.9982685
mouse	0.0018592986	2.1279213e-05	0.9981194
mouse	0.002344624	2.6327109e-05	0.9976291
mouse	0.0025543896	2.6605636e-05	0.997419
mouse	0.002263511	2.0449274e-05	0.99771607
mouse	0.002492854	1.7821867e-05	0.99748933
mouse	0.0003630036	5.045028e-06	0.9996319
mouse	0.00075216754	1.4165849e-05	0.9992337
mouse	0.00078132475	1.5768981e-05	0.9992029
mouse	0.00074575003	1.3725445e-05	0.9992405
mouse	0.00025590003	2.8813954e-06	0.99974126
mouse	0.00016251295	2.7850176e-06	0.99983466
mouse	0.0001585367	2.9131036e-06	0.9998385
mouse	0.00016418511	3.014319e-06	0.99983275
mouse	0.000166075	1.8431512e-05	0.9998155
mouse	4.6397236e-05	8.9927735e-06	0.99994457
mouse	2.6233743e-05	6.7882786e-07	0.99997306
mouse	2.2701804e-05	6.6841625e-07	0.99997663
mouse	2.3106188e-05	6.1097415e-07	0.9999763
mouse	1.912998e-05	6.8382616e-07	0.9999802
mouse	2.0679427e-05	6.0414372e-06	0.9999733
mouse	2.247853e-05	6.5148483e-06	0.99997103
mouse	1.9742316e-05	6.767291e-06	0.99997354
mouse	1.4138231e-05	3.1802633e-06	0.9999827
mouse	7.734443e-06	1.0772648e-06	0.9999912
mouse	6.8828626e-06	2.046592e-07	0.99999297
mouse	6.897936e-06	2.1204688e-07	0.99999285
mouse	6.9679804e-06	2.111646e-07	0.99999285
mouse	1.3524097e-05	6.310278e-07	0.9999858
mouse	1.2866702e-05	2.6543623e-07	0.9999869
mouse	1.2453856e-05	2.4400677e-07	0.99998724
mouse	1.2955576e-05	2.5051213e-07	0.99998677
mouse	5.3631677e-05	1.2190987e-06	0.99994516
mouse	3.4362958e-05	2.6402432e-07	0.9999654
mouse	2.9053195e-05	6.862163e-08	0.9999709
mouse	2.8208535e-05	6.096871e-08	0.99997175
mouse	2.8421313e-05	7.074623e-08	0.9999715
mouse	2.8469029e-05	5.0328463e-08	0.9999715
mouse	2.0550211e-05	6.603337e-08	0.9999794
mouse	2.0500238e-05	6.3148576e-08	0.9999794
mouse	1.8902221e-05	5.5401873e-08	0.99998105
mouse	8.334555e-06	1.7932356e-08	0.99999166
mouse	3.7958987e-06	3.902499e-09	0.9999962
mouse	1.5412231e-06	6.4684763e-10	0.99999845
mouse	1.5407381e-06	5.359968e-10	0.99999845
mouse	1.575604e-06	6.1185557e-10	0.99999845
mouse	1.0374558e-06	5.8099203e-10	0.9999989
mouse	1.2090306e-06	4.5798793e-10	0.9999988
mouse	1.1481267e-06	3.929951e-10	0.9999988
mouse	1.2101934e-06	4.0544537e-10	0.9999988
mouse	1.0428342e-06	1.600084e-10	0.9999989
mouse	1.3193197e-06	1.0755944e-10	0.9999987
mouse	8.8055907e-07	9.120432e-11	0.99999917
mouse	8.160633e-07	9.0230004e-11	0.99999917
mouse	7.9162953e-07	9.711594e-11	0.99999917
mouse	4.789943e-07	4.145099e-10	0.9999995
mouse	6.662606e-07	4.6129944e-10	0.9999993
mouse	7.584577e-07	5.80206e-10	0.9999993
mouse	7.217796e-07	5.576797e-10	0.9999993
mouse	6.6172913e-07	5.728342e-10	0.9999993
mouse	5.045418e-07	7.923628e-10	0.9999995
mouse	4.274585e-07	4.4132933e-10	0.9999995
mouse	4.0947202e-07	3.7552209e-10	0.99999964
mouse	4.1280006e-07	4.2062256e-10	0.99999964
mouse	6.1514527e-07	9.341123e-10	0.9999994
mouse	5.7573016e-07	4.6014656e-10	0.9999994
mouse	5.6109957e-07	4.9172655e-10	0.9999994
mouse	5.645116e-07	5.0754856e-10	0.9999994
mouse	4.3681612e-07	2.011271e-10	0.9999995
mouse	9.2345084e-07	5.6232363e-10	0.99999905
mouse	1.3353986e-06	8.235775e-10	0.9999987
mouse	1.4049361e-06	7.1390194e-10	0.99999857
mouse	1.3551854e-06	6.8497147e-10	0.9999987
mouse	1.9935942e-06	1.0334974e-09	0.999998
mouse	1.7610383e-06	3.4435303e-09	0.9999982
mouse	1.8933133e-06	2.9484426e-09	0.9999981
mouse	1.5901134e-06	1.9009805e-09	0.99999845
mouse	3.5430771e-06	1.38308165e-08	0.9999964
mouse	2.2330816e-05	3.3698043e-07	0.99997735
mouse	1.9197372e-05	1.978173e-07	0.99998057
mouse	1.8517912e-05	1.9473867e-07	0.9999813
mouse	1.9826422e-05	1.912567e-07	0.99998
mouse	1.19267615e-05	1.367166e-07	0.99998796
mouse	1.5864938e-05	2.2674057e-07	0.9999839
mouse	1.6886075e-05	2.3710051e-07	0.99998283
mouse	1.7005872e-05	2.2795707e-07	0.9999827
mouse	1.2874829e-05	1.468205e-07	0.999987
mouse	1.1597594e-05	1.2549224e-07	0.9999883
mouse	1.1918086e-05	1.3935049e-07	0.99998796
mouse	1.1871452e-05	1.16080784e-07	0.99998796
mouse	1.12091e-05	1.13936665e-07	0.9999887
mouse	1.083169e-05	1.2228848e-07	0.99998903
mouse	9.667676e-06	1.4723446e-07	0.9999902
mouse	9.990589e-06	1.4973054e-07	0.99998987
mouse	9.951601e-06	1.5475025e-07	0.99998987
mouse	5.765758e-06	1.07049495e-07	0.99999416
mouse	1.7636434e-06	1.0518739e-08	0.9999982
mouse	4.093129e-06	3.0437604e-08	0.9999958
mouse	4.314107e-06	4.1089404e-08	0.9999956
mouse	3.881304e-06	3.5532544e-08	0.99999607
mouse	3.5701066e-06	6.378311e-08	0.9999964
mouse	3.9706383e-06	5.0772737e-08	0.99999595
mouse	4.2241945e-06	6.757515e-08	0.9999957
mouse	4.2476654e-06	6.4599945e-08	0.9999957
mouse	2.6600396e-06	2.6781528e-08	0.99999726
mouse	5.358393e-06	2.061679e-07	0.9999944
mouse	4.567019e-06	4.194611e-08	0.99999535
mouse	4.7797403e-06	4.1525553e-08	0.99999523
mouse	4.7630583e-06	4.523041e-08	0.99999523
mouse	1.1145657e-05	8.384004e-08	0.9999888
mouse	6.9448024e-06	2.1683537e-08	0.9999931
mouse	8.0587915e-06	2.5712703e-08	0.9999919
mouse	8.469978e-06	2.9266408e-08	0.99999154
mouse	1.2973073e-05	6.8209076e-08	0.999987
mouse	3.4146375e-05	4.6705682e-07	0.9999654
mouse	1.3909316e-05	1.0923369e-07	0.99998593
mouse	1.3503445e-05	1.0426696e-07	0.9999864
mouse	1.3978719e-05	1.085717e-07	0.99998593
mouse	1.785654e-05	1.5858522e-07	0.999982
mouse	1.4411652e-05	7.0481626e-08	0.9999856
mouse	1.4053479e-05	6.98837e-08	0.99998593
mouse	1.51840295e-05	8.036484e-08	0.99998474
mouse	2.1016136e-05	1.9417627e-07	0.9999788
mouse	1.4156354e-05	5.8585563e-08	0.9999858
mouse	1.9702937e-05	5.176641e-07	0.99997973
mouse	1.8833083e-05	4.6534512e-07	0.9999807
mouse	2.04794e-05	5.3067515e-07	0.999979
mouse	2.1122154e-05	7.4742553e-07	0.9999782
mouse	8.255713e-06	3.423553e-07	0.9999914
mouse	9.730738e-06	3.5895135e-07	0.99998987
mouse	8.727428e-06	3.524561e-07	0.99999094
mouse	2.0661739e-05	2.4487717e-06	0.9999769
mouse	2.9508317e-05	3.6884007e-06	0.99996686
mouse	3.83896e-05	1.0307967e-06	0.99996054
mouse	3.9599483e-05	1.0920512e-06	0.99995935
mouse	4.0059214e-05	1.137226e-06	0.99995875
mouse	2.2086306e-05	1.9645653e-07	0.9999777
mouse	1.2281821e-05	1.8637174e-07	0.9999875
mouse	1.2428454e-05	1.9486154e-07	0.99998736
mouse	1.1953747e-05	1.7109387e-07	0.99998784
mouse	9.932905e-06	4.898268e-08	0.99999
mouse	1.2559114e-05	3.836371e-08	0.99998736
mouse	1.4081919e-05	5.2200885e-08	0.9999858
mouse	1.4077649e-05	6.0781e-08	0.9999858
mouse	1.4744661e-05	5.795348e-08	0.9999852
mouse	2.4299172e-05	8.916695e-08	0.99997556
mouse	6.198568e-05	9.243222e-07	0.99993706
mouse	6.987044e-05	9.4881887e-07	0.9999292
mouse	6.412363e-05	8.363625e-07	0.99993503
mouse	0.00019870207	5.845494e-06	0.9997955
mouse	0.00026497425	1.059997e-05	0.99972445
mouse	0.0007444497	0.00010407598	0.99915147
mouse	0.00072610273	0.000110468056	0.9991634
mouse	0.0007429894	0.00010735157	0.9991497
mouse	0.0006133537	0.00014465638	0.99924207
mouse	0.0002821434	9.478177e-05	0.99962306
mouse	0.0002895464	9.191491e-05	0.99961853
mouse	0.00030975178	9.43628e-05	0.99959594
mouse	0.00048254913	0.00027151802	0.999246
mouse	0.00042307377	0.0011545365	0.9984224
mouse	0.0003413756	0.0014104242	0.9982482
mouse	0.00033126344	0.0012034931	0.9984653
mouse	0.00029969562	0.0011163263	0.99858403
mouse	0.000638766	0.0016570898	0.9977042
mouse	0.00046712757	0.0005271652	0.99900573
mouse	0.00050325895	0.0005085182	0.9989882
mouse	0.0004793016	0.00054457237	0.9989761
mouse	0.00079259905	0.0008212519	0.99838614
mouse	0.000592974	0.0005804787	0.99882656
mouse	0.0007509881	0.000100622245	0.99914837
mouse	0.0007730712	0.00010037259	0.9991266
mouse	0.00075381476	0.00010168141	0.99914443
mouse	0.0006710654	0.00017403714	0.9991549
mouse	0.0007247923	0.0001052688	0.99916995
mouse	0.0007251392	9.790374e-05	0.9991769
mouse	0.0007281262	0.000101217745	0.99917066
mouse	0.00074024976	0.00020692681	0.9990528
mouse	0.0014116855	0.00039175787	0.99819654
mouse	0.00024240211	4.3282194e-05	0.9997143
mouse	0.00024381206	4.7109555e-05	0.99970907
mouse	0.00024917122	4.1866828e-05	0.99970895
mouse	0.00023548947	4.5040083e-06	0.99976
mouse	0.0001612891	6.748635e-07	0.999838
mouse	0.00016286247	8.058641e-07	0.9998363
mouse	0.00017472135	8.855782e-07	0.99982446
mouse	7.906298e-05	1.8796732e-07	0.9999207
mouse	5.333246e-05	7.822847e-08	0.9999466
mouse	3.6952228e-05	4.884711e-08	0.99996305
mouse	3.8354945e-05	4.5088925e-08	0.9999616
mouse	3.799614e-05	4.5738403e-08	0.999962
mouse	0.00016618811	2.433549e-07	0.9998336
mouse	0.00020011568	1.7882219e-07	0.99979967
mouse	0.00020318659	1.521229e-07	0.9997967
mouse	0.00020099398	1.5327629e-07	0.99979883
mouse	0.000471547	1.4678463e-07	0.9995283
mouse	0.0005163175	7.09748e-08	0.9994836
mouse	0.0005647846	2.8578683e-07	0.9994349
mouse	0.00058706594	2.6152787e-07	0.99941266
mouse	0.0005211007	1.9226697e-07	0.99947876
mouse	0.0004388585	5.316945e-07	0.99956065
mouse	0.00033798077	3.5227217e-07	0.9996617
mouse	0.00035572323	4.0524876e-07	0.9996439
mouse	0.00036836026	4.2968057e-07	0.99963117
mouse	0.0009991173	1.9770432e-07	0.9990007
mouse	0.0009144973	1.2172184e-07	0.9990854
mouse	0.00033084617	1.7100082e-07	0.99966896
mouse	0.0003310178	1.849231e-07	0.99966884
mouse	0.0003354762	1.890741e-07	0.9996643
mouse	0.00014344536	1.0128114e-06	0.9998555
mouse	0.00038650222	4.728006e-06	0.9996088
mouse	0.00039399663	4.736735e-06	0.9996013
mouse	0.0003894675	4.5813563e-06	0.99960595
mouse	0.0006981288	5.2083553e-05	0.99924976
mouse	0.00094340986	6.896521e-05	0.9989876
mouse	0.0006771163	9.81928e-06	0.9993131
mouse	0.0007038069	1.0328975e-05	0.9992859
mouse	0.0006247145	9.735221e-06	0.9993655
mouse	0.000658958	1.2014411e-05	0.9993291
mouse	0.00050166063	5.0476006e-06	0.99949324
mouse	0.00051621767	5.7242373e-06	0.99947804
mouse	0.000464663	5.8246646e-06	0.9995295
mouse	0.0005258892	3.113264e-05	0.999443
mouse	0.00052774244	1.5286849e-05	0.99945694
mouse	0.00042498473	3.4149885e-05	0.9995409
mouse	0.000433074	3.5788966e-05	0.99953115
mouse	0.00042561642	3.453658e-05	0.99953985
mouse	0.00046739983	0.00010713734	0.99942553
mouse	0.00015594845	2.3005072e-05	0.9998211
mouse	0.00015471471	2.3638302e-05	0.9998217
mouse	0.00016199025	2.343209e-05	0.99981457
mouse	0.0002488437	2.442484e-05	0.9997267
mouse	0.00069789955	5.9068525e-06	0.9992962
mouse	0.0008080803	2.7220208e-06	0.9991892
mouse	0.00082227675	2.7034123e-06	0.999175
mouse	0.00084332185	2.8122352e-06	0.99915385
mouse	0.0008013181	6.6929674e-06	0.99919194
mouse	0.00019377847	1.0084743e-06	0.9998053
mouse	0.00019307026	1.0875551e-06	0.99980587
mouse	0.00017082847	9.3225333e-07	0.9998282
mouse	0.00012773751	3.7536404e-06	0.9998685
mouse	0.0001855632	1.8986572e-06	0.99981254
mouse	0.0003321569	2.6702437e-06	0.99966514
mouse	0.0003292746	2.5358927e-06	0.99966824
mouse	0.00033329724	2.817841e-06	0.99966395
mouse	0.00017019271	5.0942417e-06	0.9998247
mouse	0.00019625244	2.3841612e-05	0.9997799
mouse	0.00019728123	2.4275809e-05	0.99977845
mouse	0.00019763848	2.2904884e-05	0.9997795
mouse	0.0003272248	0.00013894314	0.9995339
mouse	0.0006135929	0.0013677595	0.9980186
mouse	0.00049612514	0.004206508	0.9952974
mouse	0.0005346478	0.0044455603	0.9950198
mouse	0.00048315982	0.004475262	0.99504155
mouse	0.0006627958	0.0033027185	0.99603444
mouse	0.0007567752	0.00051369536	0.9987295
mouse	0.0007296429	0.00046324267	0.9988071
mouse	0.00064164464	0.00042425006	0.9989341
mouse	0.0002620075	0.00015312553	0.99958485
mouse	0.00012457448	3.0372577e-05	0.999845
mouse	1.4958422e-05	1.1769099e-06	0.9999839
mouse	1.4850311e-05	1.1989063e-06	0.9999839
mouse	1.4369066e-05	1.1831823e-06	0.9999845
mouse	7.8228495e-06	4.6774707e-07	0.99999166
mouse	4.233038e-06	2.0215695e-07	0.9999956
mouse	4.4046897e-06	2.1113715e-07	0.99999535
mouse	4.1906014e-06	1.9689763e-07	0.9999956
mouse	5.2548835e-06	1.8298714e-07	0.9999945
mouse	6.046433e-07	1.3489975e-07	0.9999993
mouse	7.2357557e-07	1.6808472e-07	0.99999917
mouse	2.8238724e-06	4.6369263e-07	0.99999666
mouse	3.1394832e-06	5.557691e-07	0.9999963
mouse	6.3646585e-05	1.38547e-05	0.9999225
mouse	6.201407e-05	1.5120523e-05	0.9999229
mouse	0.00021700656	3.0771913e-05	0.9997522
mouse	0.00022017816	2.7324359e-05	0.99975246
mouse	0.00022560357	2.8829156e-05	0.99974555
mouse	0.00023269109	3.0389576e-05	0.99973696
mouse	0.00012884963	7.591627e-06	0.9998635
mouse	3.702968e-05	2.9207416e-07	0.9999627
mouse	2.6108122e-05	1.6109108e-07	0.9999738
mouse	2.341533e-05	1.6493416e-07	0.9999764
mouse	2.2804841e-05	1.784394e-07	0.999977
mouse	4.3574113e-05	5.427697e-07	0.9999559
mouse	2.0433596e-05	4.1578562e-07	0.99997914
mouse	1.8714865e-05	4.379951e-07	0.9999808
mouse	1.9848932e-05	4.4342815e-07	0.99997973
mouse	1.882623e-05	1.1808143e-06	0.99998
mouse	1.8054194e-05	1.1628655e-06	0.9999808
mouse	1.8801624e-05	5.414896e-07	0.9999807
mouse	1.9343279e-05	5.1098533e-07	0.9999801
mouse	2.0873355e-05	5.9740654e-07	0.99997854
mouse	2.5422822e-05	3.946073e-06	0.9999707
mouse	1.8706622e-05	1.4585308e-06	0.99997985
mouse	2.0187392e-05	1.6517271e-06	0.9999782
mouse	2.050482e-05	1.7111932e-06	0.9999778
mouse	1.2071244e-05	6.86901e-07	0.99998724
mouse	9.829198e-06	6.023537e-07	0.9999895
mouse	7.000456e-06	3.422215e-07	0.9999926
mouse	7.3785545e-06	3.4307982e-07	0.99999225
mouse	7.2155544e-06	3.7095424e-07	0.9999924
mouse	8.224703e-06	3.478756e-07	0.9999914
mouse	8.968025e-06	3.0394187e-07	0.9999907
mouse	8.7719545e-06	3.0465438e-07	0.99999094
mouse	8.802558e-06	2.9648064e-07	0.99999094
mouse	6.780187e-06	2.3154438e-07	0.99999297
mouse	4.1475237e-06	8.866319e-08	0.9999957
mouse	8.286105e-06	2.8587456e-07	0.9999914
mouse	8.39008e-06	3.2886794e-07	0.9999913
mouse	8.401074e-06	2.3922962e-07	0.9999914
mouse	8.357085e-06	1.6262953e-07	0.99999154
mouse	1.12125435e-05	1.4583621e-07	0.9999887
mouse	1.1343403e-05	1.2596517e-07	0.99998856
mouse	1.0710686e-05	1.2041085e-07	0.99998915
mouse	1.7413584e-05	1.3099324e-07	0.9999825
mouse	2.638392e-05	8.122011e-08	0.99997354
mouse	2.306228e-05	6.0124265e-08	0.9999769
mouse	2.0834246e-05	6.401955e-08	0.99997914
mouse	2.1923928e-05	5.9797365e-08	0.99997807
mouse	2.3350041e-05	1.5391382e-07	0.9999765
mouse	3.6072703e-05	5.050729e-07	0.9999634
mouse	3.7048994e-05	5.6008287e-07	0.99996245
mouse	3.6131984e-05	5.316637e-07	0.9999633
mouse	3.1720978e-05	1.0759628e-06	0.9999672
mouse	2.4639057e-05	4.3686413e-07	0.99997497
mouse	1.4332867e-05	2.2836001e-07	0.99998546
mouse	1.45000995e-05	2.479687e-07	0.9999852
mouse	1.4898585e-05	2.6683009e-07	0.99998486
mouse	7.195814e-06	4.590097e-08	0.9999927
mouse	6.632582e-06	1.3113501e-07	0.9999932
mouse	6.571296e-06	1.6617302e-07	0.9999932
mouse	6.3130205e-06	1.7583575e-07	0.99999356
mouse	3.7554878e-06	8.0490636e-08	0.9999962
mouse	1.0904032e-05	1.5292868e-07	0.9999889
mouse	1.9481498e-05	4.852814e-07	0.9999801
mouse	1.9949468e-05	5.5038765e-07	0.9999795
mouse	1.8713456e-05	5.0310723e-07	0.9999808
mouse	1.8289535e-05	7.1182586e-07	0.99998105
mouse	5.38303e-06	7.4266545e-08	0.9999945
mouse	5.87548e-06	8.646639e-08	0.99999404
mouse	5.335392e-06	8.159137e-08	0.99999464
mouse	1.792641e-05	1.6170438e-07	0.9999819
mouse	8.833364e-06	5.57682e-08	0.99999106
mouse	3.5186545e-06	1.9181542e-08	0.9999964
mouse	3.4493773e-06	1.8968127e-08	0.99999654
mouse	3.3473636e-06	1.7470061e-08	0.99999666
mouse	4.897868e-06	3.4590567e-08	0.9999951
mouse	3.686779e-06	1.1833328e-08	0.9999963
mouse	3.558719e-06	1.2472886e-08	0.9999964
mouse	3.1260972e-06	1.199893e-08	0.9999969
mouse	2.9550479e-06	1.2940106e-08	0.999997
mouse	4.9769815e-06	1.545682e-08	0.999995
mouse	6.9429084e-06	1.750846e-08	0.9999931
mouse	7.1062113e-06	1.5643762e-08	0.99999285
mouse	7.18187e-06	1.6829594e-08	0.99999285
mouse	1.0063205e-05	2.9648811e-08	0.99998987
mouse	7.2457324e-06	1.93425e-08	0.9999927
mouse	7.674224e-06	2.1422643e-08	0.99999225
mouse	7.2656676e-06	1.8098063e-08	0.9999927
mouse	1.013722e-05	3.5249485e-08	0.99998987
mouse	1.7504995e-06	2.4634739e-09	0.9999982
mouse	2.131559e-06	2.4775305e-08	0.99999785
mouse	2.0610505e-06	1.9439687e-08	0.999998
mouse	2.1781632e-06	2.2268035e-08	0.99999785
mouse	1.8582132e-06	1.6554988e-08	0.9999981
mouse	1.3839991e-06	2.7547806e-09	0.99999857
mouse	1.2951906e-06	3.056007e-09	0.9999987
mouse	1.4519479e-06	3.1655123e-09	0.99999857
mouse	1.8300992e-05	1.8696513e-08	0.99998164
mouse	9.394052e-05	6.4702654e-08	0.99990594
mouse	0.00017065826	4.2232463e-07	0.99982893
mouse	0.00017463416	4.620183e-07	0.99982494
mouse	0.00018957212	4.863426e-07	0.9998099
mouse	0.00011713827	1.1670979e-07	0.9998827
mouse	0.00015388308	9.132747e-08	0.999846
mouse	0.00014302412	8.058064e-08	0.9998568
mouse	0.0001427108	7.235215e-08	0.9998572
mouse	8.83907e-05	6.148164e-08	0.99991155
mouse	0.00018372953	1.2382048e-07	0.9998161
mouse	0.00018497334	1.354273e-07	0.9998149
mouse	0.00017968703	1.2718777e-07	0.9998202
mouse	0.00018855637	1.3600575e-07	0.99981135
mouse	6.825467e-05	2.6377066e-08	0.9999317
mouse	0.00010434046	4.6051107e-07	0.9998952
mouse	0.000111708294	5.247894e-07	0.9998877
mouse	0.00010875532	4.7224776e-07	0.9998908
mouse	0.00013204114	6.0059034e-07	0.9998673
mouse	0.00012570308	1.6477205e-06	0.9998727
mouse	0.0001081241	6.5003553e-07	0.99989116
mouse	0.00010578135	6.8331514e-07	0.99989355
mouse	0.00010779756	6.728483e-07	0.9998915
mouse	0.00013582449	4.6844656e-07	0.99986374
mouse	3.623894e-05	2.9189005e-07	0.9999635
mouse	3.6601046e-05	2.804849e-07	0.99996316
